page,text,ori_tokens
642,DOMESTIC RELATIONS city VANSANT BUREAU OF CORRECTIONS BUCHANNAN —-VA014015C,RELATIONS;BUCHANNAN;VA014015C
642,BOARD cITy WALTERS BUREAU OF CORRECTIONS ISLE OF WIGHT — VA046015C,VA046015C
643,WHITE POST BUREAU OF CORRECTIONS CLARKE VA022015C WISE COUNTY GENERAL DISTRICT G WISE VA096013J,VA022015C;VA096013J
643,CITY WOODBRIDGE BUREAU OF CORRECTIONS PRINCE WILLIAM VA075025C,VA075025C
643,WILLIS BUREAU OF CORRECTIONS FLOYD VA031015C OFFICE,VA031015C
644,BELLINGHAM COUNTY vente DETENTION WHATCOM WA037013C aE MUNICIPAL COURT LEW waoot0214,DETENTION;WA037013C;MUNICIPAL;WAOOT0214
646,KELSO COUNTY PROBATION OFFICE COWLITZ wA008013G MCNEIL ISLAND FEDERAL PRISON CAMP PIERCE wao27027G,PROBATION;WA008013G;WAO27027G
646,KELSO COUNTY PROSECUTOR'S OFFICE COWLITZ WA008013A MCNEIL ISLAND U. S. PENITENTIARY PIERCE WA027017C,WA008013A;WA027017C
646,KELSO JUVENILE DETENTION CENTER COWLITZ WA008011C MEDICAL LAKE MUNICIPAL COURT SPOKANE WA0320314,DETENTION;WA008011C;MUNICIPAL;WA0320314
647,MONTESANO SUPERIOR COURT GRAYS HARBOR WA014015J DETENTIONHOME,MONTESANO;WA014015J
648,PORT ORCHARD COUNTY DETENTION CENTER _ KITSAP WAG18013C RITZVILLE SUPERIOR COURT ADAMS WA0010254,DETENTION;WAG18013C;RITZVILLE;WA0010254
648,RITZVILLE CITY ATTORNEY'S OFFICE ADAMS WAQO1021A SHELTON CORRECTIONS CENTER MASON WA023025C,RITZVILLE;WAQO1021A;WA023025C
649,SPOKANE COUNTY DETENTION HOME SPOKANE WA032013C VADER MUNICIPAL COURT LEWIS Wa021094 J,DETENTION;WA032013C;MUNICIPAL
649,"SUMNER CITY ATTORNEY'S OFFICE PIERCE WA027091A WALLA WALLA STATE PENITENTIARY, WALLA WALLA WAQ36015C",WA027091A;WAQ36015C
650,COUNTY JUVENILE COURT YAKIMA COUNTY DETENTION HOME YAKIMA WA039013C,DETENTION;WA039013C
652,HINTON JUVENILE DETENTION HOME SUMMERS WV045013C MARTINSBURG COUNTY JAIL BERKELEY wv002013C,DETENTION;WV045013C;WV002013C
652,HUTTONSVILLE MEDIUM SECURITY PRISON RANDOLPH WVv042015C MONONGAH CITY ATTORNEY'S OFFICE MARION WV025041A,WV025041A
653,MORGANTOWN CITY ATTORNEY'S OFFICE MONONGALIA —- WV031031A PENCE SPRINGS STATE PRISON FOR WOMEN SUMMERS wV045015C,WV031031A;WV045015C
653,DETENTION HOME,DETENTION
653,MOUNDSVILLE STATE PENITENTIARY MARSHALL wv026015C POINT PLEASANT COUNTY COURT MASON Wv0270134,WV026015C;WV0270134
654,WHEELING COUNTY DETENTION CENTER OHIO WV035013C,DETENTION;WV035013C
656,ELKHORN STATE CORRECTIONAL CENTER WALWORTH wi065018C BRANCH 2,WI065018C
656,FOX LAKE STATE CORRECTIONAL DODGE wio1401sc HUDSON MUNICIPAL JUSTICE COURT SAINT CROIX — wios6021J,WIO1401SC;MUNICIPAL;WIOS6021J
657,JUNEAU 13TH CIRCUIT COURT DODGE wi014015J MADISON DIVISION OF CORRECTIONS DANE W1013055C,WI014015J;W1013055C
657,KENOSHA civ srroenere orice KENOSHA 10300118 MADISON JUVENILE DETENTION CENTER DANE Wi013013C,SRROENERE;DETENTION;WI013013C
657,DEPARTMENT MADISON STATE CORRECTIONAL CAMP DANE Wi013038C,WI013038C
658,MILWAUKEE COMMUNITY CORRECTIONAL MILWAUKEE wio41015C NEW RICHMOND CITY ATTORNEY'S OFFICE SAINT CROK wiossotiA,MILWAUKEE;COMMUNITY;MILWAUKEE;WIO41015C;WIOSSOTIA
658,MILWAUKEE HOUSE OF CORRECTIONS MILWAUKEE wio41013C OREGON STATE FARM DANE Wi013025C,MILWAUKEE;MILWAUKEE;WIO41013C;WI013025C
658,MILWAUKEE HUBER PRISONER'S QUARTERS MILWAUKEE wi041053C OSHKOSH CITY ATTORNEY'S OFFICE WINNEBAGO —WIO71021A,MILWAUKEE;MILWAUKEE;WI041053C;WINNEBAGO;WIO71021A
658,MILWAUKEE JUVENILE DETENTION HOME MILWAUKEE wio41023C OSHKOSH COUNTY CORONER'S OFFICE © WINNEBAGO —WI071019M,MILWAUKEE;DETENTION;MILWAUKEE;WIO41023C;WINNEBAGO;WI071019M
659,OXFORD FEDERAL CORRECTIONAL N/A wio39017C RICHLAND CENTER COUNTY CORONER'S OFFICE RICHLAND WI053013M,WIO39017C;WI053013M
659,CORRECTIONAL INSTITUTE SHAWANO COUNTY CORONER'S OFFICE SHAWANO WI059013M,INSTITUTE;WI059013M
659,RACINE COUNTY DETENTION HOME RACINE Wi052013C STEVENS POINT CITY ATTORNEY'S OFFICE PORTAGE WI050011A,DETENTION;WI052013C;WI050011A
660,STURTEVANT MUNICIPAL JUSTICE COURT RACINE Wi052011d WAUPUN STATE PRISON FOND DU LAC Wi020015C,MUNICIPAL;WI052011D;WI020015C
660,TAYCHEEDAH TAYCHEEDAH CORRECTIONAL FOND DU LAC wi020025C OFFICE,WI020025C
662,RAWLINS STATE PENITENTIARY CARBON WY004015C THERMOPOLIS JUSTICE COURT HOT SPRINGS WY009013J,WY004015C;WY009013J
662,RIVERTON STATE PRISON FARM FREMONT WY007015C TORRINGTON JUSTICE COURT GOSHEN WY008012J,WY007015C;WY008012J
